Name,Label,Contrast0,Dissimilarity0,Homogenity0,Entropy0,ASM0,Energy0,Correlation0,Contrast45,Dissimilarity45,Homogenity45,Entropy45,ASM45,Energy45,Correlation45,Contrast90,Dissimilarity90,Homogenity90,Entropy90,ASM90,Energy90,Correlation90,Contrast135,Dissimilarity135,Homogenity135,Entropy135,ASM135,Energy135,Correlation135
1.JPG,Gilt Head Bream,580.3004014204092,11.442041068395094,5592321.000001353,7.4920160579579,0.023706533318489736,0.15396926095324917,0.8922203331912884,820.021374542734,14.87613925227851,5592321.000000509,7.67649097065806,0.017267047507618382,0.13140413809168408,0.8479857067778699,591.2364684729258,12.021948043896089,5592321.000000512,7.538512593509871,0.02272208648437745,0.15073847048573052,0.8904042295526313,796.7708475416892,14.536456072912168,5592321.000000529,7.6551391501786705,0.018097466665666757,0.1345268250783715,0.8522951873213328
10.JPG,Gilt Head Bream,918.6212289640185,14.547583757911905,5592321.000001494,7.5917850451579065,0.04100177194971287,0.20248894278382923,0.8154186811052375,1302.1741428482933,18.967713435426912,5592321.000000457,7.796564441969125,0.03174383272707229,0.17816799018643134,0.7382714262754275,1006.8800142600165,15.687627875255673,5592321.000000421,7.649838393067135,0.038343527827077326,0.1958150347319565,0.7975444320966937,1336.6121892243941,19.31542563085106,5592321.000000464,7.798568031637926,0.030897711607094886,0.17577744908575413,0.7313413687546646
100.JPG,Gilt Head Bream,445.77665585919243,9.789377798363091,5592321.000001084,7.834885011909405,0.016431408018527393,0.12818505380319264,0.909608262329103,692.2823795647504,12.578647157294458,5592321.000000291,7.973549010690094,0.013030733184504002,0.11415223687910807,0.8596638361529766,529.6061132122165,9.94838489676979,5592321.000000237,7.760500191266382,0.01653151690812453,0.12857494665806604,0.8926793271513898,721.0950616901131,12.774614049228195,5592321.000000317,7.96224568308291,0.01299829486012577,0.11401006473169713,0.8538210226409951
11.JPG,Gilt Head Bream,919.8071946889063,14.592620040141556,5527041.000001495,7.681530779472261,0.036725750567988776,0.19163963725698496,0.7954995153344271,1304.788502077018,18.955375410750705,5527041.000000353,7.885383751814129,0.027542879141028497,0.16596047463486147,0.7100213771554261,1020.2419864839599,15.777977555955008,5527041.0000003455,7.742370157506189,0.03334886999459104,0.18261672977739754,0.7734140785644209,1257.73042346085,18.63305226610455,5527041.000000338,7.876727418841176,0.02778687645539173,0.1666939604646543,0.7204738415076425
12.JPG,Gilt Head Bream,607.3794349235856,12.817415470124516,5592321.000001457,7.909770648220727,0.024501845689584103,0.15653065415305753,0.8357996826828467,824.2325624651037,15.80048360096717,5592321.000000543,8.06338656930946,0.01912618968767929,0.1382974681173856,0.7773217722449698,647.6751658503262,13.421926343852723,5592321.000000457,7.936930729621946,0.022982128358543723,0.15159857637373686,0.8251049082866966,822.1667493334829,15.81133362266713,5592321.000000495,8.064105308230406,0.019165556489396367,0.13843972150144035,0.7778707582524608
13.JPG,Gilt Head Bream,573.7369924347707,11.964721321598857,5592321.000001338,7.821203969223198,0.023025345869994187,0.1517410487310345,0.8078279302493508,756.0649451298818,14.697780395560697,5592321.000000499,7.973559425101538,0.018528166845840525,0.13611820908989555,0.7466959688986314,589.0630231260398,12.45929691859387,5592321.000000472,7.851677879847051,0.022156132460938657,0.14884936164101834,0.8026413769448869,768.855493210975,14.846069192138337,5592321.000000511,7.981646742951106,0.0185900777166087,0.13634543526135628,0.7423944221748359
14.JPG,Gilt Head Bream,621.6919252740519,12.434614790797669,5592321.0000014035,7.980101493421452,0.0189137811878105,0.13752738341076115,0.8089731937481004,788.3092721185303,14.75638601277215,5592321.0000004135,8.104187402799575,0.015685967705555647,0.12524363339330127,0.7576997337638992,626.9008773017488,12.678513857027841,5592321.000000452,7.990041394812221,0.01833676467123275,0.1354133105393733,0.8072229065610939,793.4541509082884,14.89841279682569,5592321.000000466,8.115313775412154,0.015616980002480551,0.12496791589236235,0.7561060482176758
15.JPG,Gilt Head Bream,662.6484020379838,13.37182337501863,5592321.000001525,7.987763759241238,0.022739075374346673,0.1507948121599237,0.8291107617084682,885.9838954677896,16.311256122512237,5592321.000000554,8.135112640397615,0.017834968465674526,0.13354762620756136,0.7718729414639462,685.5625736251357,13.796314092628268,5592321.0000004545,8.008733955008436,0.0211818245998361,0.14553976982198405,0.8234590413626222,873.9529574058987,16.33261516523039,5592321.000000465,8.138453964082936,0.017655274200898494,0.13287315079013703,0.7749557297309138
16.JPG,Gilt Head Bream,885.1828778755649,14.552122896401993,5592321.000001572,7.767227724215779,0.03871139142508337,0.19675210653277228,0.8155303541756973,1207.8308171616545,18.59357368714738,5592321.00000058,7.970409960930803,0.030171050832829362,0.17369816013081243,0.7483986694314849,979.530070060128,15.88867877735744,5592321.00000055,7.843964781325409,0.035844098696995334,0.18932537784722717,0.7959537846076049,1212.5157635315231,18.6214117428234,5592321.000000545,7.963456982687068,0.02995020950671515,0.1730612882961269,0.747421748685656
17.JPG,Gilt Head Bream,845.6498070094204,14.752416242086966,5592321.000001562,7.991224506487579,0.029713806140417395,0.17237693041824767,0.8058244645308497,1094.538874077736,17.91462582925188,5592321.000000542,8.14296012373818,0.02426404394007563,0.15576920087127502,0.749210900520639,872.6450182900222,15.140585281170422,5592321.000000501,8.004270998332434,0.028944201492312336,0.17012995471789305,0.8000149247050181,1081.13660177319,17.834134168268317,5592321.000000554,8.139002574410489,0.024089803852616193,0.15520890390894523,0.7522803924206504
